EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ACTOR2,CIVILIAN_TARGETING,COUNTRY,ADMIN1,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,FATALITIES,TAGS,TIMESTAMP
UKR54051,26-Feb-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Staryi Karavan,48.922,37.782,2,1,nan,1648582629
UKR54571,27-Feb-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Ivano-Frankivsk,Ivano-Frankivsk,48.922,24.71,1,0,nan,1649184811
UKR75460,1-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kyiv City,Kyiv,50.45,30.522,1,0,nan,1665508790
UKR52633,3-Mar-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Air Force,nan,Ukraine,Mykolaiv,Balovne,47.052,31.884,2,3,nan,1646783636
UKR74318,6-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kyiv,Irpin,50.522,30.251,1,8,nan,1664907089
UKR52967,7-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Zhytomyr,Korosten,50.959,28.638,1,0,nan,1651165023
UKR53064,8-Mar-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Sumy,Hlukhiv,51.678,33.916,2,0,nan,1647376820
UKR53174,10-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Ukraine,Donetsk,Vasylivka,48.172,37.86,1,0,nan,1647376820
UKR53589,16-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Velyka Pysarivka,50.424,35.48,1,0,nan,1647984300
UKR53474,18-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Chernihiv,Chernihiv,51.505,31.285,1,0,nan,1647984302
UKR54168,20-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kyiv,Bucha,50.544,30.212,1,0,nan,1648582629
UKR54311,20-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Horlivka,48.313,38.042,2,0,nan,1680636708
UKR54148,22-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Marinka,47.943,37.505,1,0,nan,1648582627
UKR54840,26-Mar-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Sumy,Okhtyrka,50.31,34.899,2,0,nan,1649184812
UKR54817,29-Mar-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Luhansk,Voyevodivka,48.98,38.444,2,0,nan,1649184811
UKR54494,30-Mar-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,Mariupol,47.13,37.571,1,0,nan,1665526396
UKR54781,30-Mar-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Novoivanivka,48.746,38.467,1,0,nan,1649184810
UKR54627,1-Apr-22,2022,1,Battles,Government regains territory,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kyiv,Ivankiv,50.939,29.894,1,0,nan,1649184809
UKR55094,4-Apr-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Luhansk,Kalinovo,48.569,38.525,2,4,nan,1649784779
UKR55155,5-Apr-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Kalinovo,48.569,38.525,2,0,nan,1649784778
UKR55326,7-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Preobrazhenka,47.576,35.802,1,0,nan,1649784779
UKR55527,10-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Malynivka,47.672,36.476,2,0,nan,1650394650
UKR55533,10-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Zaporizhia,Melitopol,46.849,35.365,1,0,nan,1650394650
UKR55595,11-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kharkiv,Kharkiv,49.981,36.253,1,8,nan,1650394649
UKR55655,12-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Kruta Balka,48.143,37.826,2,0,nan,1680636709
UKR55727,14-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Bohorodychne,49.016,37.508,1,0,nan,1654032713
UKR55856,15-Apr-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Shakhta imeni Gagarina,48.343,37.942,1,0,nan,1680636709
UKR55832,15-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Luhansk,Lysychansk,48.905,38.435,2,0,nan,1650394649
UKR78373,17-Apr-22,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),Police Forces of Ukraine (2019-) State Emergency Service of Ukraine,nan,Ukraine,Kharkiv,Kharkiv,49.981,36.253,1,3,nan,1667319407
UKR56180,20-Apr-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Zaporizhia,Temyrivka,47.824,36.572,2,0,nan,1650997733
UKR56304,22-Apr-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Rubizhne,49.012,38.38,2,0,nan,1650997734
UKR56359,23-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kuibyshivskyi,48.023,37.728,2,0,nan,1680636710
UKR56368,23-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Illinka,48.01,37.305,1,0,nan,1688509044
UKR56629,27-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Lastochkyne,48.149,37.682,1,0,nan,1665526393
UKR56756,28-Apr-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Rubizhne,49.012,38.38,1,0,nan,1652217212
UKR56921,30-Apr-22,2022,1,Battles,Government regains territory,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kharkiv,Verhnya Rohanka,50.024,36.554,1,0,nan,1652217211
UKR56960,1-May-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Zaporizhia,Omelnyk,47.642,35.877,1,0,nan,1652217209
UKR56970,1-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Luhansk,Popasna,48.633,38.378,1,1,nan,1652217210
UKR57057,2-May-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-) Navy,nan,Ukraine,Odesa,Zmiyinyy Island,45.255,30.204,2,0,nan,1678206751
UKR71439,5-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Soledar,48.697,38.061,1,0,nan,1663096249
UKR57207,5-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Luhansk,Hirske,48.735,38.495,1,0,nan,1652217209
UKR57228,5-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Marinka,47.943,37.505,1,0,nan,1652217210
UKR76982,7-May-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Voyevodivka,48.98,38.444,1,0,nan,1666712170
UKR57376,7-May-22,2022,1,Battles,Non-state actor overtakes territory,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Zachativka,47.474,37.198,1,0,nan,1680636711
UKR120472,8-May-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Soledar,48.697,38.061,2,0,nan,1694008038
UKR57414,8-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kuibyshivskyi,48.023,37.728,1,0,nan,1680636711
UKR77955,11-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Mala Danylivka,50.063,36.166,1,0,nan,1667319407
UKR57723,12-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Severodonetsk,48.947,38.491,1,0,nan,1652811458
UKR57723,12-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Severodonetsk,48.947,38.491,1,0,nan,1652811458
UKR57694,12-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Ruski Tyshky,50.135,36.419,2,0,nan,1652811459
UKR57780,13-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Yasunivka,48.134,37.948,1,0,nan,1680636711
UKR58396,14-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Luhansk,Kalynove-Borshchuvate,48.62,38.492,1,2,nan,1653401105
UKR58121,15-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Ozerne,48.897,37.912,1,0,nan,1653401104
UKR57872,15-May-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Dovhenke,49.019,37.318,2,0,nan,1653401105
UKR58040,19-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kharkiv,Tsyrkuny,50.082,36.386,1,1,nan,1669144125
UKR58283,20-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Sukha Balka,48.322,37.76,1,0,nan,1653401104
UKR58285,20-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Velyka Kostromka,47.534,33.721,1,0,nan,1653401104
UKR58744,21-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novodanylivka,47.524,35.824,2,0,nan,1654008408
UKR58957,23-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kuibyshivskyi,48.023,37.728,1,0,nan,1680636712
UKR58680,25-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Luhansk,Lysychansk,48.905,38.435,1,1,nan,1654008407
UKR58840,25-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Novooleksandrivka,47.266,33.877,1,0,nan,1657666479
UKR58720,26-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Zavhorodnye,49.2,36.912,2,10,nan,1654008408
UKR59596,31-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Shakhta imeni Lenina,48.324,38.007,1,0,nan,1680636712
UKR59593,31-May-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Mykhaylivka,48.244,37.975,1,0,nan,1680636712
UKR59512,2-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Berestove,48.756,38.252,1,0,nan,1654627711
UKR59307,3-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Marinka,47.943,37.505,2,0,nan,1654627712
UKR135809,3-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Bezruky,50.176,36.12,1,0,nan,1700602890
UKR118625,4-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-) Air Force,nan,Ukraine,Odesa,Odesa,46.464,30.739,2,0,nan,1694008035
UKR59707,5-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,New York,48.332,37.836,2,0,nan,1655227261
UKR59681,6-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Chasiv Yar,48.587,37.832,1,1,nan,1655227262
UKR59913,7-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Nahirne,48.741,38.244,2,0,nan,1655227261
UKR59947,8-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Raihorodok,48.898,37.728,2,0,nan,1655227261
UKR60009,8-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Husarivka,49.358,36.797,1,0,nan,1655227261
UKR59732,8-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Opytne,48.096,37.721,2,0,nan,1655227261
UKR60088,10-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Bairak,48.316,38.132,2,0,nan,1655227261
UKR59751,10-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Zaporozhets,47.375,37.972,2,0,nan,1655227262
UKR60409,11-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-),nan,Ukraine,Mykolaiv,Snihurivka,47.07,32.791,2,0,nan,1655837877
UKR60533,13-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Vrubivka,48.738,38.387,2,0,nan,1655837877
UKR137778,15-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Tsupivka,50.27,36.173,1,0,nan,1701813039
UKR60634,16-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Mykolaivka,48.778,38.334,1,0,nan,1669737880
UKR60654,16-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Ulanove,51.755,34.301,1,0,nan,1655837875
UKR60849,16-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-),nan,Ukraine,Kherson,Kherson,46.656,32.618,2,3,nan,1655837876
UKR137833,18-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Netaylove,48.108,37.551,1,0,nan,1701813039
UKR61513,18-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Makiivka,48.046,37.969,1,0,nan,1680636714
UKR137831,18-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Donets,49.508,36.574,1,0,nan,1701813039
UKR137863,20-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Velyka Kostromka,47.534,33.721,1,0,nan,1701813039
UKR61339,21-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Petrivske,49.175,36.895,1,0,nan,1656435887
UKR121601,22-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novoselivka,48.268,37.851,2,0,nan,1694008040
UKR137866,22-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Lysychansk,48.905,38.435,2,0,nan,1701813039
UKR60931,22-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,Shevchenko,48.22,37.145,2,0,nan,1656435886
UKR61579,23-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Panteleimonivka,48.207,37.973,1,0,nan,1680636714
UKR61841,26-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Novosilka,47.836,36.689,2,0,nan,1657040028
UKR61960,28-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Kamianske,47.542,35.366,1,0,nan,1657040029
UKR121692,28-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Lysychansk,48.905,38.435,2,0,nan,1694008040
UKR139632,28-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Yakovlivka,48.706,38.149,2,0,nan,1704833931
UKR62260,30-Jun-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Luhanske,48.431,38.255,1,0,nan,1680636714
UKR62107,30-Jun-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novoluhanske,48.426,38.171,1,0,nan,1704833932
UKR62211,1-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Pisky,48.067,37.666,2,0,nan,1657040029
UKR62176,1-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Chernihiv,Kolos,52.338,33.314,2,0,nan,1657040028
UKR62524,3-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Sumy,Bachivsk,51.845,34.278,2,0,nan,1657635468
UKR62589,3-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Zaporizhia,Poltavka,47.717,36.489,2,0,nan,1657635468
UKR62727,5-Jul-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novoluhanske,48.426,38.171,2,0,nan,1657635467
UKR63293,5-Jul-22,2022,1,Battles,Non-state actor overtakes territory,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Spirne,48.808,38.259,1,0,nan,1658249348
UKR62711,5-Jul-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Krasnopillia,48.988,37.413,2,0,nan,1657635467
UKR62794,6-Jul-22,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Kherson Communal Militia (Ukraine),Military Forces of Russia (2000-),nan,Ukraine,Kherson,Kherson,46.656,32.618,1,0,nan,1657635466
UKR139675,6-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Karasivka,50.267,36.072,1,0,nan,1704833932
UKR62815,6-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,New York,48.332,37.836,1,0,nan,1657635468
UKR62916,7-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Chernihiv,Mykhalchyna-Sloboda,52.313,33.211,1,0,nan,1657635467
UKR63385,7-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Kutuzivka,50.042,36.47,1,0,nan,1658249348
UKR64030,11-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Ukraine,Kherson,Chornobaivka,46.697,32.553,1,0,nan,1658249347
UKR63242,12-Jul-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Mazanivka,48.993,37.352,2,0,nan,1658249348
UKR63683,13-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Novohryhorivka,46.88,32.325,2,0,nan,1666188231
UKR63747,14-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Esman,51.77,34.067,2,0,nan,1658249349
UKR63251,14-Jul-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Kodema,48.473,38.086,2,0,nan,1658249348
UKR63818,14-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Vyimka,48.804,38.147,2,0,nan,1658249348
UKR63181,15-Jul-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),Civilian targeting,Ukraine,Dnipropetrovsk,Dnipro,48.459,35.039,1,3,nan,1682436936
UKR122659,16-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Zaporizhia,Novodanylivka,47.524,35.824,2,10,nan,1694008042
UKR64208,16-Jul-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,Soledar,48.697,38.061,2,0,nan,1658857905
UKR64914,17-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Shakhta imeni Gagarina,48.343,37.942,2,0,nan,1680636716
UKR139697,18-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kherson,Davydiv Brid,47.241,33.193,2,0,nan,1704833932
UKR64319,20-Jul-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-) Air Force,nan,Ukraine,Donetsk,Kramatorsk,48.731,37.582,2,0,nan,1682436936
UKR64735,20-Jul-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Kharkiv,Rtyshchivka,49.722,36.779,2,0,nan,1658857905
UKR64621,20-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Ulanove,51.755,34.301,2,0,nan,1658857905
UKR65658,23-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Ruska Lozova,50.142,36.29,2,0,nan,1659462992
UKR65345,25-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.909,33.393,2,0,nan,1659462991
UKR65704,25-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Shevchenkove,46.863,32.191,1,0,nan,1659462993
UKR65509,25-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Novomykolaivka,49.391,36.543,1,0,nan,1659462992
