EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ACTOR2,CIVILIAN_TARGETING,COUNTRY,ADMIN1,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,FATALITIES,TAGS,TIMESTAMP
UKR122842,26-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novhorodske,48.332,37.837,2,0,nan,1694008042
UKR65071,26-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Bilohorivka,48.733,38.215,2,0,nan,1659462992
UKR65016,28-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kherson,Arkhanhelske,47.432,33.406,1,1,nan,1659462993
UKR65863,28-Jul-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,Vesela Dolyna,48.55,38.066,2,0,nan,1659462992
UKR65201,28-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Hirnyk,48.056,37.372,1,1,nan,1659462993
UKR65922,29-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Zaitseve,48.429,38.009,2,0,nan,1659462993
UKR68117,30-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Kluhyno-Bashkyrivka,49.841,36.711,1,0,nan,1663096250
UKR66901,31-Jul-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Rumyantsevo,48.343,38.068,1,0,nan,1680636717
UKR66506,1-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Orikhiv,47.567,35.786,2,0,nan,1660055881
UKR66511,1-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Protopopivka,49.243,36.914,2,0,nan,1660055881
UKR66488,1-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Korobochkyne,49.778,36.815,1,0,nan,1660055881
UKR66745,4-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novohryhorivka,47.814,36.435,1,0,nan,1660055880
UKR67150,6-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Hrushuvakha,49.115,36.897,2,0,nan,1660674709
UKR67074,6-Aug-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bakhmutske,48.664,38.095,2,0,nan,1660674708
UKR67108,6-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Kostiantynivka,48.533,37.717,1,0,nan,1660674707
UKR67183,6-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Kvitneve,47.022,32.454,2,0,nan,1660674709
UKR67164,6-Aug-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Kherson,Andriivka,47.176,33.046,2,0,nan,1660674709
UKR67082,6-Aug-22,2022,1,Battles,Armed clash,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Yakovlivka,48.706,38.149,2,0,nan,1680636718
UKR67411,8-Aug-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Kharkiv,Bairak,50.151,36.729,2,0,nan,1660674708
UKR67553,9-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Bazaliyivka,49.828,36.991,1,0,nan,1660674708
UKR67646,10-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kalininskyi,48.005,37.84,1,0,nan,1680636718
UKR67748,10-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Mykolaiv,Luch,46.829,32.221,2,0,nan,1660674708
UKR68029,12-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Lepetykha,47.323,33.051,2,0,nan,1660674709
UKR68042,12-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Mala Tokmachka,47.532,35.898,1,0,nan,1660674710
UKR68205,12-Aug-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Kharkiv,Rtyshchivka,49.722,36.779,1,0,nan,1663096249
UKR123779,16-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Kharkiv,49.981,36.253,2,0,nan,1694008044
UKR68852,17-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Stepnohirsk,47.587,35.356,2,0,nan,1663096257
UKR69153,19-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Shestakove,50.07,36.624,1,0,nan,1663096255
UKR69524,22-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Polyana,47.167,32.683,1,0,nan,1663096254
UKR69571,23-Aug-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bakhmut,48.596,38,2,10,nan,1693927407
UKR69583,23-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Dnipro,48.459,35.039,1,0,nan,1663096247
UKR69664,23-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Shevchenkove,46.863,32.191,1,0,nan,1663096255
UKR69704,24-Aug-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Kherson,Bila Krynytsia,47.352,33.2,2,0,nan,1663096254
UKR124228,24-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Yevhenivka,47.67,37.085,2,0,nan,1694008045
UKR69794,24-Aug-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,nan,nan,Ukraine,Donetsk,Novopil,47.807,36.625,2,0,nan,1663096252
UKR139845,25-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Borshchova,50.161,36.424,1,0,nan,1704833932
UKR69927,25-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Koshove,47.556,33.429,1,0,nan,1663096259
UKR70015,25-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Vremivka,47.834,36.815,2,0,nan,1663096257
UKR69954,25-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Nova Zoria,46.743,32.091,1,0,nan,1663096259
UKR70146,26-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Velyka Pysarivka,50.424,35.48,2,0,nan,1663096258
UKR70244,27-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Shevchenkove,51.679,33.673,2,0,nan,1663096255
UKR70534,29-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Vodolahy,51.179,34.921,1,0,nan,1663096257
UKR70448,29-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Chervone,49,37.004,2,0,nan,1663096252
UKR70465,29-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Ivanivka,50.289,35.44,2,0,nan,1663096255
UKR125016,30-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kherson,Novovorontsovka,47.5,33.917,2,0,nan,1694008046
UKR70667,30-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Velyki Prokhody,50.2,36.336,1,0,nan,1663096256
UKR70556,30-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Brazhkivka,49.044,37.215,2,0,nan,1663096252
UKR70554,30-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Bohorodychne,49.016,37.508,1,0,nan,1663096250
UKR70603,30-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Mykolaiv,Mykolaiv,46.967,32.018,1,1,nan,1663096246
UKR70820,31-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Slovyansk,48.853,37.606,1,1,nan,1663096258
UKR70813,31-Aug-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Shestakove,50.07,36.624,2,0,nan,1663096256
UKR71097,2-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Sumy,Maiske,52.075,33.7,2,0,nan,1663096256
UKR73144,4-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Yelyzavetivka,47.886,37.302,1,0,nan,1664300890
UKR71331,6-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Chernihiv,Khrinivka,52.075,31.841,1,0,nan,1663096250
UKR71829,7-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Novopil,47.807,36.625,2,0,nan,1663096252
UKR73220,7-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Ukraine,Kherson,Kozatske,46.785,33.338,2,0,nan,1664300890
UKR71789,7-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Dniprovske,46.636,31.873,2,0,nan,1663096255
UKR71965,8-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Siversk,48.873,38.096,2,0,nan,1663096253
UKR72035,8-Sep-22,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Mariupol,47.13,37.571,1,0,nan,1663096246
UKR71542,8-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Dobra Nadiya,47.593,34.702,1,0,nan,1663096247
UKR73237,9-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Dnipropetrovsk,Nikopol,47.571,34.396,1,0,nan,1664300890
UKR72522,14-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Charivne,47.58,36.034,1,0,nan,1663703412
UKR73312,15-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kherson,Krynychanka,47.04,33.202,1,0,nan,1664300890
UKR73321,16-Sep-22,2022,1,Battles,Government regains territory,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kharkiv,Kupiansk,49.711,37.615,1,0,nan,1664300890
UKR73338,17-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kalininskyi,48.005,37.84,2,0,nan,1680636720
UKR73347,17-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Horlivka,48.313,38.042,1,2,nan,1680636720
UKR73416,17-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Vilkhuvatka,50.184,37.516,2,0,nan,1664300891
UKR73572,18-Sep-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-),nan,Ukraine,Zaporizhia,Poltavka,47.717,36.489,1,0,nan,1686674859
UKR73597,19-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Kostiantynivka,47.866,37.408,2,0,nan,1664300891
UKR123958,19-Sep-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Ukraine (2019-) Territorial Defense Forces,nan,Ukraine,Mykolaiv,Nova Odesa,47.308,31.785,2,5,nan,1694008044
UKR74078,22-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Zakitne,48.896,37.965,1,0,nan,1664300892
UKR74093,22-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kharkiv,Kupiansk,49.711,37.615,1,0,nan,1664300892
UKR75911,25-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Mykolaiv,Kalynivka,47.046,32.18,1,0,nan,1665508788
UKR74543,26-Sep-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Sumy,Seredyna-Buda,52.189,34.036,2,0,nan,1664907091
UKR75017,26-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kherson,Nova Kakhovka,46.754,33.349,1,0,nan,1664907089
UKR74438,26-Sep-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Kamianka,49.978,37.833,2,0,nan,1664907090
UKR75153,26-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Luhansk,Rubizhne,49.012,38.38,1,0,nan,1664907090
UKR74632,26-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Novopil,47.807,36.625,2,0,nan,1664907091
UKR76330,27-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kharkiv,Pervomaiskyi,49.387,36.215,1,1,nan,1666188230
UKR75351,28-Sep-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Donetsk,Shandryholovo,49.091,37.721,2,0,nan,1665508788
UKR100142,29-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Kharkiv,Kivsharivka,49.63,37.673,1,1,nan,1682436934
UKR76010,29-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),nan,nan,Ukraine,Kherson,Brylivka,46.42,33.141,1,0,nan,1665508788
UKR74481,29-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Kanivske,47.684,35.104,1,0,nan,1664907089
UKR75112,30-Sep-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kyivskyi,47.986,37.862,1,0,nan,1680636721
UKR75671,3-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Marinka,47.943,37.505,2,0,nan,1665508789
UKR75996,4-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kuibyshivskyi,48.023,37.728,1,1,nan,1680636722
UKR75287,4-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bakhmut,48.596,38,2,0,nan,1666188229
UKR75749,5-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Luch,46.829,32.221,2,0,nan,1665508789
UKR75308,6-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bakhmut,48.596,38,2,0,nan,1665508789
UKR75919,6-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kherson,Kherson,46.656,32.618,1,0,nan,1665508790
UKR75888,7-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Spirne,48.808,38.259,2,0,nan,1665508789
UKR76118,7-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Novomykhailivka,49.2,37.871,2,0,nan,1666188230
UKR76880,8-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kirovskyi,47.968,37.548,2,0,nan,1680636722
UKR77047,8-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Zaporizhia,Tokmak,47.255,35.712,2,42,nan,1666712170
UKR76462,8-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Mykolaiv,Zoria,47.539,33.078,2,0,nan,1666188232
UKR121845,9-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Zaporizhia,Novooleksandrivka,47.751,35.364,2,0,nan,1694008040
UKR76527,10-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Dorozhnianka,47.589,36.261,2,0,nan,1666188231
UKR76341,10-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Civilians (Ukraine),Civilian targeting,Ukraine,Donetsk,Kostiantynivka,47.866,37.408,1,0,nan,1666188232
UKR76558,10-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Chernihiv,Nizhyn,51.048,31.887,1,0,nan,1666188231
UKR76688,12-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Lezhyne,47.807,35.361,1,0,nan,1666188232
UKR76904,12-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Kyivskyi,47.986,37.862,1,0,nan,1680636722
UKR76698,12-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Novoandriivka,47.562,35.697,1,0,nan,1666188232
UKR76746,13-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Chasiv Yar,48.587,37.832,1,0,nan,1666188232
UKR76777,13-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Olhivka,49.245,37.85,2,1,nan,1693927407
UKR77196,15-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Zarichne,49.019,37.921,2,10,nan,1693927407
UKR77188,15-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Soledar,48.697,38.061,2,0,nan,1666712171
UKR77270,16-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Bakhmutske,48.664,38.095,2,0,nan,1667319406
UKR77564,19-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Kurdiumivka,48.468,37.957,2,0,nan,1666712171
UKR77567,19-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Marinka,47.943,37.505,2,0,nan,1666712171
UKR77559,19-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Donetsk,Donetsk - Voroshilovsky,48.018,37.806,1,0,local administrators,1687837309
UKR77958,21-Oct-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Luhansk,Svatove,49.41,38.15,2,0,nan,1667319407
UKR77752,21-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Chernihiv,Hai,51.649,32.378,2,0,nan,1693943169
UKR78065,22-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Vesele,48.746,38.151,2,0,nan,1667319408
UKR78210,24-Oct-22,2022,1,Battles,Government regains territory,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Luhansk,Karmazynivka,49.311,38.03,1,0,nan,1667319408
UKR79044,29-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Serebrianka,48.921,38.128,2,0,nan,1667924776
UKR79028,29-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Luhansk,Novoiehorivka,49.335,37.935,2,0,nan,1667924776
UKR79127,30-Oct-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kharkiv,Terny,49.886,38.027,2,0,nan,1667924776
UKR78742,1-Nov-22,2022,1,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Donetsk,Maiorsk,48.4,37.971,2,0,nan,1667924775
UKR79796,1-Nov-22,2022,1,Battles,Armed clash,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),nan,Ukraine,Kherson,Sukhanove,47.13,33.536,2,0,nan,1668530073
UKR79620,2-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,nan,Ukraine,Luhansk,Severodonetsk,48.947,38.491,1,0,nan,1667924775
UKR78698,3-Nov-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-),nan,Ukraine,Kherson,Kherson,46.656,32.618,3,32,nan,1667924777
UKR79507,4-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Vremivka,47.834,36.815,2,0,nan,1667924776
UKR80044,5-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Zaporizhia,Chervone,47.657,36.391,2,0,nan,1668530072
UKR80234,7-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Donetsk,Zarichne,49.019,37.921,1,0,nan,1668530074
UKR120156,9-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),nan,nan,Ukraine,Kherson,Novopoltavka,47.145,32.985,2,0,nan,1694008037
UKR120092,10-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kherson,Kherson,46.656,32.618,2,0,nan,1694008037
UKR81807,13-Nov-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),nan,Ukraine,Kharkiv,Shevchenkove,49.696,37.173,1,0,nan,1669737880
